ID	TRAD	SIMP	IPA	JYUTPING	EXPL	NOTE	LEVEL
9774	硊	硊	kʷʰɐi55	kwai3	石硊		3
9775	硊	硊	ŋɐi24	ngai5	磈硊		3
9776	硍	硍	han22	haan6			3
9777	硔	硔	hœŋ21	hoeng4			3
9778	磑	硙	ŋɐi53	ngai1	哀求，俗字𠼮/𠱓	(語)	3
9779	磑	硙	ŋai21	ngaai4	磑磑		3
9780	磑	硙	wɐi55	wai3	磨子		3
9781	礄	硚	kiu21	giu4			3
9782	硪	硪	ŋo21	ngo4			3
9783	硿	硿	hœŋ53	hoeng1			3
9784	碃	碃	tʃʰeŋ55	cing3			3
9785	碈	碈	mɐn21	man4			3
9786	碏	碏	tʃʰiɐk3	ciak2			3
9787	碥	碥	pin33	bin2			3
9788	碨	碨	wɐi33	wai2	碨磊		3
9789	碨	碨	wɐi55	wai3	石磨		3
9790	碶	碶	kʰi55	ki3		(又)	3
9791	碶	碶	kʰɐi55	kai3			3
9792	碹	碹	ɬyn21	slyun4			3
9793	磉	磉	ɬaŋ33	slaang2			3
9794	磏	磏	lim21	lim4	礪石		3
9795	磏	磏	him53	him1	地名，大磏		3
9796	磜	磜	tʃʰɐi55	cai3		(又)	3
9797	磜	磜	tʃɐi55	zai3			3
9798	磡	磡	ham55	haam3	邊緣，又作墈字		3
9799	磡	磡	ham33	haam2	河岸，又作墈字		3
9800	磹	磹	tim22	dim6	石楔；同簟字		3
9801	磹	磹	tʰam33	taam2	磹口，地名		3
9802	磻	磻	po53	bo1	繳矢所用石塊		3
9803	磻	磻	pun21	bun4	磻溪		3
9804	礌	礌	lui22	lui6			3
9805	礞	礞	mœŋ21	moeng4			3
9806	礵	礵	ʃoŋ53	sung1			3
9807	禡	祃	ma22	maa6			3
9808	祊	祊	pɐŋ53	bang1			3
9809	祋	祋	tui55	dui3			3
9810	祏	祏	ʃek2	sik6			3
9811	祐	祐	jɐu22	jau6			3
9812	祧	祧	tʰiu53	tiu1			3
9813	祲	祲	tʃʰɐm53	cam1		(又)	3
9814	祲	祲	tʃɐm53	zam1			3
9815	祼	祼	kun55	gun3			3
9816	禋	禋	∅ɐn53	an1			3
9817	禒	禒	ɬin33	slin2		(又)	3
9818	禒	禒	ɬyn33	slyun2			3
9819	禔	禔	tɐi21	dai4			3
9820	禘	禘	tɐi55	dai3			3
9821	禚	禚	tʃiɐk3	ziak2			3
9822	禛	禛	tʃɐn53	zan1			3
9823	禤	禤	hyn53	hyun1			3
9824	秬	秬	ky22	gyu6			3
9825	稆	稆	ly24	lyu5			3
9826	穭	稆	ly24	lyu5			3
9827	稌	稌	tu21	du4			3
9828	稑	稑	lœk24	loek5			3
9829	稙	稙	tʃek2	zik6			3
9830	稹	稹	tʃɐn33	zan2			3
9831	穄	穄	tʃɐi55	zai3			3
9832	穙	穙	pœk2	boek6			3
9833	穜	穜	tœŋ21	doeng4	先種後熟的農作物		3
9834	穟	穟	ʃui22	sui6			3
9835	穸	穸	tʃek2	zik6			3
9836	窀	窀	tʃɐn53	zan1			3
9837	窅	窅	jiu33	jiu2			3
9838	窊	窊	wa53	waa1			3
9839	窵	窎	tiu55	diu3			3
9840	窬	窬	jy21	jyu4			3
9841	窶	窭	lɐu21	lau4	甌窶		3
9842	窶	窭	ky22	gyu6	貧窮		3
9843	竘	竘	ky24	gyu5			3
9844	竫	竫	tʃeŋ22	zing6			3
9845	笫	笫	tʃi33	zi2			3
9846	笯	笯	nu21	nu4			3
9847	笱	笱	kɐu33	gau2			3
9848	筀	筀	kʷɐi55	gwai3			3
9849	筅	筅	ɬin33	slin2			3
9850	筘	筘	kʰɐu55	kau3			3
9851	簹	筜	taŋ53	daang1			3
9852	筤	筤	laŋ21	laang4			3
9853	筥	筥	ky33	gyu2			3
9854	筦	筦	kun33	gun2			3
9855	筶	筶	kau55	gaau3	卜具		3
9856	筶	筶	kau33	gaau2	義未詳		3
9857	筻	筻	kiɐŋ55	giang3			3
9858	篔	筼	wɐn21	wan4			3
9859	箖	箖	lɐm21	lam4			3
9860	籜	箨	tʰak3	taak2			3
9861	篚	篚	fi33	fi2			3
9862	籛	篯	tʃʰim53	cim1		(又)	3
9863	籛	篯	tʃin53	zin1			3
9864	簃	簃	ji21	ji4			3
9865	簉	簉	tʃau22	zaau6			3
9866	簏	簏	lœk3	loek2		(又)	3
9867	簏	簏	lœk24	loek5			3
9868	簕	簕	lɐk24	lak5	植物的刺		3
9869	簝	簝	liu21	liu4			3
9870	簠	簠	fu33	fu2			3
9871	簰	簰	pai21	baai4	同𥱼字		3
9872	簰	簰	pɐi22	bai6	漁具		3
9873	𥱼	簰	pai21	baai4	竹排，又作簰/箄字		3
9874	籥	籥	jiɐk24	jiak5			3
9875	粢	粢	tʃi53	zi1			3
9876	餱	糇	hɐu21	hau4			3
9877	糈	糈	ɬy33	slyu2			3
9878	糒	糒	pi22	bi6			3
9879	糵	糵	nit24	nit5		(又)	3
9880	糵	糵	nip24	nip5			3
9881	絜	絜	kʰyt3	kyut2		(又)	3
9882	絜	絜	kʰit3	kit2	度量		3
9883	絜	絜	kyt2	gyut6	同潔字		3
9884	縶	絷	tʃɐp3	zap2			3
9885	縢	縢	tɐŋ21	dang4			3
9886	繄	繄	ji53	ji1			3
9887	纊	纩	kʷʰɐŋ55	kwang3	掛着，絆着	(語)	3
9888	纊	纩	kʰoŋ55	kung3			3
9889	紘	纮	hœŋ21	hoeng4			3
9890	紵	纻	tʃy24	zyu5			3
9891	紖	纼	tʃɐn22	zan6			3
9892	紼	绋	fɐt3	fat2			3
9893	紿	绐	tai22	daai6			3
9894	絰	绖	tit2	dit6			3
9895	綌	绤	kʷek3	gwik2			3
9896	綯	绹	tau21	daau4			3
9897	緼	缊	wɐn53	wan1	絪緼		3
9898	緼	缊	wɐn55	wan3	亂麻；舊絮		3
9899	縕	缊	wɐn53	wan1	絪縕		3
9900	縕	缊	wɐn55	wan3	亂麻；舊絮		3
9901	縗	缞	tʃʰui53	cui1			3
9902	罍	罍	lui21	lui4			3
9903	罶	罶	lɐu24	lau5			3
9904	羓	羓	pa53	baa1			3
9905	羕	羕	jiɐŋ22	jiang6			3
9906	羖	羖	ku33	gu2			3
9907	羝	羝	tɐi53	dai1			3
9908	羱	羱	jyn21	jyun4			3
9909	翀	翀	tʃʰœŋ53	coeng1			3
9910	翂	翂	fɐn53	fan1			3
9911	翃	翃	hœŋ21	hoeng4			3
9912	翈	翈	hap2	haap6			3
9913	翽	翙	wɐi55	wai3			3
9914	翛	翛	ɬiu53	sliu1			3
9915	翦	翦	tʃin33	zin2			3
9916	翯	翯	hak2	haak6			3
9917	翷	翷	lɐn21	lan4			3
9918	翾	翾	hyn53	hyun1			3
9919	耇	耇	kɐu33	gau2			3
9920	耏	耏	ji21	ji4	同而字；獸多毛		3
9921	耏	耏	nai22	naai6	去頰鬚刑		3
9922	耑	耑	tʃyn53	zyun1	同專字		3
9923	耑	耑	tun53	dun1	同端字		3
9924	耔	耔	tʃi33	zi2			3
9925	耤	耤	tʃek2	zik6			3
9926	耰	耰	jɐu53	jau1			3
9927	耵	耵	teŋ53	ding1			3
9928	聹	聍	neŋ21	ning4			3
9929	肭	肭	not5	not3	肥～～，胖乎乎	(語)	3
9930	肭	肭	nɐt2	nat6			3
9931	肷	肷	him33	him2			3
9932	肸	肸	jɐt2	jat6	肸蠁		3
9933	肸	肸	pi55	bi3	地名		3
9934	胈	胈	pat2	baat6			3
9935	胠	胠	kʰy53	kyu1			3
9936	胣	胣	tʃʰi33	ci2			3
9937	胩	胩	kʰa53	kaa1			3
9938	胲	胲	hai33	haai2	有機化合物的一類		3
9939	胲	胲	kai33	gaai2	臉頰		3
9940	胲	胲	kai53	gaai1	牲蹄		3
9941	脎	脎	ʃat3	saat2			3
9942	脞	脞	tʃʰu33	cu2			3
9943	脟	脟	lyt24	lyut5	肋肉		3
9944	脟	脟	lyn24	lyun5	同臠字		3
9945	脩	脩	ɬɐu53	slau1			3
9946	腡	脶	lu21	lu4			3
9947	脿	脿	piu33	biu2			3
9948	腒	腒	ky53	gyu1			3
9949	膕	腘	kok3	guk2			3
9950	腙	腙	tʃœŋ53	zoeng1			3
9951	腨	腨	ʃyn22	syun6			3
9952	腯	腯	tut5	dut3		(又)	3
9953	腯	腯	tɐn21	dan4		(又)	3
9954	腯	腯	tɐt2	dat6		(又)	3
9955	腯	腯	tɛt2	det6	脤～～，（蓮藕、芋頭）不麪	(白)	3
9956	腯	腯	tɐt5	dat3	肥～～，胖貌		3
9957	腽	腽	wɐt3	wat2			3
9958	膃	腽	wɐt3	wat2			3
9959	臑	臑	jy21	jyu4	嫩軟貌		3
9960	臑	臑	nau22	naau6	牲畜前肢		3
9961	舁	舁	jy21	jyu4			3
9962	舠	舠	tau53	daau1			3
9963	艤	舣	ŋɐi24	ngai5		(又)	3
9964	艤	舣	ȵi24	nji5			3
9965	舥	舥	pa53	baa1		(又)	3
9966	舥	舥	pʰa53	paa1			3
9967	舭	舭	pi33	bi2			3
9968	舯	舯	tʃœŋ53	zoeng1			3
9969	舲	舲	leŋ21	ling4			3
9970	舳	舳	tʃœk2	zoek6			3
9971	舾	舾	ɬɐi53	slai1			3
9972	艅	艅	jy21	jyu4			3
9973	艉	艉	mi24	mi5			3
9974	艎	艎	hoŋ21	hung4			3
9975	艏	艏	ʃɐu33	sau2			3
9976	艚	艚	tʃau21	zaau4			3
9977	艴	艴	fɐt3	fat2			3
9978	芃	芃	pœŋ21	boeng4			3
9979	羋	芈	me53	me1	羊叫聲		3
9980	羋	芈	mi24	mi5	姓		3
9981	芏	芏	tu22	du6			3
9982	芘	芘	pi55	bi3	同庇字		3
9983	芘	芘	pi21	bi4	芘芣		3
9984	芠	芠	fɐn21	fan4		(老派)	3
9985	芠	芠	mɐn21	man4			3
9986	芣	芣	fɐu21	fau4			3
9987	芤	芤	kʰɐu53	kau1			3
9988	芰	芰	ki22	gi6			3
9989	芴	芴	fɐt24	fat5		(老派)	3
9990	芴	芴	kʷʰɐt3	kwat2		(又)	3
9991	芴	芴	fɐt3	fat2	同忽字		3
9992	芴	芴	mɐt24	mat5	蒠菜		3
9993	苉	苉	pʰɐt3	pat2			3
9994	苊	苊	∅iɐk3	iak2			3
9995	苠	苠	mɐn21	man4			3
9996	薴	苧	neŋ21	ning4			3
9997	苾	苾	pɐt2	bat6	苾苾		3
9998	苾	苾	pit2	bit6	菜名		3
9999	茈	茈	tʃi33	zi2	茈草		3
10000	茈	茈	tʃi21	zi4	鳧茈		3
10001	茈	茈	tʃai21	zaai4	茈胡		3
10002	茋	茋	tʃi33	zi2			3
10003	茛	茛	kɐn55	gan3			3
10004	茝	茝	tʃʰai33	caai2	香草名		3
10005	茝	茝	tʃi33	zi2	白芷		3
10006	茳	茳	kaŋ53	gaang1			3
10007	茺	茺	tʃʰœŋ53	coeng1			3
10008	茽	茽	tʃœŋ22	zoeng6			3
10009	荁	荁	wun21	wun4			3
10010	荄	荄	kai53	gaai1			3
10011	荓	荓	peŋ21	bing4			3
10012	荖	荖	lau24	laau5			3
10013	薘	荙	tat2	daat6			3
10014	蕘	荛	jiu21	jiu4			3
10015	葒	荭	hœŋ21	hoeng4			3
10016	莙	莙	kʷɐn53	gwan1			3
10017	莝	莝	tʃʰo55	co3			3
10018	莰	莰	ham33	haam2			3
10019	薟	莶	tʃʰim53	cim1	豨薟		3
10020	薟	莶	lim24	lim5	白薟		3
10021	莿	莿	tʃʰi55	ci3			3
10022	菂	菂	tek3	dik2			3
10023	菉	菉	lœk24	loek5			3
10024	菍	菍	nip24	nip5			3
10025	菝	菝	pat2	baat6			3
10026	菥	菥	ɬek3	slik2			3
10027	菼	菼	tʰam33	taam2			3
10028	萆	萆	pi53	bi1	萆薢		3
10029	蘀	萚	tʰak3	taak2			3
10030	萣	萣	teŋ22	ding6			3
10031	萩	萩	tʃʰɐu53	cau1			3
10032	萳	萳	nam21	naam4	草名		3
10033	萳	萳	nam24	naam5	草長弱貌		3
10034	萹	萹	pin53	bin1	萹蓄		3
10035	葎	葎	lɐt24	lat5			3
10036	葖	葖	tɐt2	dat6			3
10037	葙	葙	ɬiɐŋ53	sliang1			3
10038	葜	葜	hɐt2	hat6			3
10039	葰	葰	ɬui53	slui1	廉薑		3
10040	葰	葰	tʃɐn55	zan3	大		3
10041	葴	葴	tʃɐm53	zam1			3
10042	蒄	蒄	kun53	gun1			3
10043	蕆	蒇	tʃʰin33	cin2			3
10044	蒈	蒈	kʰai33	kaai2			3
10045	蕢	蒉	kʷɐi22	gwai6			3
10046	蒎	蒎	pʰai55	paai3			3
10047	蒨	蒨	ʃyn22	syun6		(又)	3
10048	蒨	蒨	ʃin22	sin6			3
10049	蒱	蒱	pu21	bu4			3
10050	蒻	蒻	ŋiɐk24	ngiak5			3
10051	蓂	蓂	mek24	mik5	菥蓂		3
10052	蓂	蓂	meŋ21	ming4	蓂莢		3
10053	蓇	蓇	kʷɐt3	gwat2			3
10054	蓏	蓏	lo24	lo5			3
10055	蓢	蓢	laŋ24	laang5			3
10056	蕷	蓣	jy22	jyu6			3
10057	蓰	蓰	ɬi33	sli2		(又)	3
10058	蓰	蓰	ɬɐi33	slai2			3
10059	蔀	蔀	pu22	bu6			3
10060	蔃	蔃	kiɐŋ33	giang2	根，莖		3
10061	蔈	蔈	piu53	biu1			3
10062	蔊	蔊	han33	haan2		(又)	3
10063	蔊	蔊	han22	haan6			3
10064	蔌	蔌	tʃʰœk3	coek2			3
10065	蘞	蔹	lim24	lim5	白蘞、赤蘞		3
10066	蕗	蕗	lu22	lu6			3
10067	薀	蕰	wɐn53	wan1	水草名		3
10068	薀	蕰	wɐn55	wan3	同蘊字，積聚		3
10069	蕹	蕹	∅œŋ55	oeng3			3
10070	薁	薁	jœk3	joek2			3
10071	薢	薢	hai24	haai5		(又)	3
10072	薢	薢	kai53	gaai1			3
10073	薳	薳	jyn24	jyun5	植物嫩莖		3
10074	薳	薳	wɐi33	wai2	草名；姓		3
10075	薸	薸	piu21	biu4			3
10076	薿	薿	ni24	ni5			3
10077	藟	藟	lui24	lui5			3
10078	藦	藦	mo21	mo4			3
10079	藨	藨	piu53	biu1			3
10080	蘘	蘘	ŋiɐŋ21	ngiang4			3
10081	蘼	蘼	mi21	mi4			3
10082	虒	虒	ɬi53	sli1			3
10083	虓	虓	hau53	haau1			3
10084	虤	虤	ŋan21	ngaan4			3
10085	虷	虷	kan53	gaan1	侵犯		3
10086	虷	虷	han21	haan4	井中赤蟲		3
10087	虸	虸	tʃi33	zi2			3
10088	蚄	蚄	foŋ53	fung1			3
10089	蚆	蚆	pa53	baa1			3
10090	蚲	蚲	peŋ21	bing4			3
10091	蚺	蚺	ȵim21	njim4		(又)	3
10092	蚺	蚺	nam21	naam4	蚺蛇，蟒蛇		3
10093	蛃	蛃	peŋ33	bing2			3
10094	蛑	蛑	mɐu21	mau4			3
10095	蜎	蜎	kyn53	gyun1	爬着鑽	(語)	3
10096	蜎	蜎	jyn53	jyun1			3
10097	蜐	蜐	kip3	gip2			3
10098	蜾	蜾	ko33	go2			3
10099	蝘	蝘	jin33	jin2			3
10100	蝤	蝤	tʃɐu21	zau4	蝤蠐		3
10101	蝤	蝤	tʃɐu53	zau1	蝤蛑		3
10102	蝤	蝤	jɐu21	jau4	蜉蝤		3
10103	蝲	蝲	lat24	laat5			3
10104	螗	螗	taŋ21	daang4			3
10105	螣	螣	tɐk2	dak6	食禾蟲		3
10106	螣	螣	tɐŋ21	dang4	螣蛇		3
10107	螱	螱	wɐi55	wai3			3
10108	蠨	蟏	ɬiu53	sliu1			3
10109	蟫	蟫	tam21	daam4	蠹魚		3
10110	蟫	蟫	tʃɐm21	zam4	蟫蟫		3
10111	蠃	蠃	lo24	lo5	蜾蠃		3
10112	蠃	蠃	lo21	lo4	同螺字		3
10113	蠋	蠋	tʃœk3	zoek2			3
10114	蠼	蠼	kʷʰɐk3	kwak2		(又)	3
10115	蠼	蠼	ky21	gyu4	蠼螋		3
10116	蠼	蠼	kʰok3	kuk2	母猴		3
10117	衃	衃	fɐu21	fau4	蚍衃		3
10118	衃	衃	pʰui53	pui1	瘀血		3
10119	衎	衎	han55	haan3			3
10120	衒	衒	jyn22	jyun6			3
10121	衠	衠	tʃɐn53	zan1			3
10122	褘	袆	kʷʰɐi53	kwai1		(又)	3
10123	褘	袆	wɐi53	wai1			3
10124	袗	袗	tʃɐn33	zan2			3
10125	袪	袪	kʰy53	kyu1			3
10126	襏	袯	put2	but6			3
10127	袼	袼	kak3	gaak2			3
10128	褌	裈	kʷɐn53	gwan1			3
10129	裛	裛	jɐp3	jap2			3
10130	襝	裣	lim24	lim5			3
10131	裼	裼	ɬek3	slik2	袒裼		3
10132	裼	裼	tʰɐi55	tai3	載衣之褓		3
10133	褕	褕	jy21	jyu4			3
10134	褯	褯	tʃek2	zik6			3
10135	襴	襕	lan21	laan4			3
10136	襚	襚	ʃui22	sui6			3
10137	襜	襜	tʃim53	zim1		(又)	3
10138	襜	襜	tʃʰim53	cim1			3
10139	襫	襫	ʃek3	sik2			3
10140	覎	觃	jyn22	jyun6		(又)	3
10141	覎	觃	jim55	jim3			3
10142	覿	觌	tek2	dik6			3
10143	觖	觖	kʰyt3	kyut2			3
10144	觜	觜	tʃui33	zui2	同嘴字		3
10145	觜	觜	tʃi53	zi1	二十八宿之一		3
10146	觟	觟	wa22	waa6	有角母羊		3
10147	觟	觟	hai22	haai6	觟䚦		3
10148	觭	觭	kʰi53	ki1	角一俯一仰		3
10149	觭	觭	ki53	gi1	同奇字，單數		3
10150	觱	觱	pit3	bit2			3
10151	觿	觿	kʷɐi21	gwai4			3
10152	訄	訄	kɐu21	gau4			3
10153	讋	詟	tʃip3	zip2			3
10154	訒	讱	ȵɐn22	njan6			3
10155	訩	讻	hœŋ53	hoeng1			3
10156	詗	诇	heŋ55	hing3		(又)	3
10157	詗	诇	kʷeŋ33	gwing2			3
10158	詘	诎	wɐt3	wat2	辭塞；彎曲		3
10159	詘	诎	tʃʰɐt3	cat2	同黜字		3
10160	詖	诐	pi55	bi3			3
10161	諝	谞	ɬy53	slyu1			3
10162	譾	谫	tʃin33	zin2			3
10163	谼	谼	hœŋ21	hoeng4			3
10164	谿	谿	kʰɐi53	kai1			3
10165	豶	豮	fɐn21	fan4			3
10166	貆	貆	wun21	wun4			3
10167	貲	赀	tʃi53	zi1			3
10168	贐	赆	tʃɐn22	zan6			3
10169	贔	赑	pi22	bi6			3
10170	賙	赒	tʃɐu53	zau1			3
10171	賵	赗	fœŋ55	foeng3			3
10172	赬	赪	tʃʰeŋ53	cing1			3
10173	趯	趯	tek3	dik2	跑	(語)	3
10174	趯	趯	tʰek3	tik2	跳躍		3
10175	趼	趼	kɛn33	gen2		(白)	3
10176	趼	趼	kin33	gin2		(又)	3
10177	趼	趼	kan33	gaan2			3
10178	跂	跂	ki21	gi4	足多趾		3
10179	跂	跂	kʰi33	ki2	同企字		3
10180	跱	跱	tʃi22	zi6			3
10181	跽	跽	ki22	gi6			3
10182	踣	踣	pɐk2	bak6			3
10183	踦	踦	kʰi53	ki1	腳跛		3
10184	踦	踦	ki33	gi2	腳脛		3
10185	踦	踦	ji33	ji2	抵住		3
10186	踶	踶	tɐi22	dai6	踢		3
10187	踶	踶	tɐi21	dai4	蹄		3
10188	踶	踶	tʃi21	zi4	踶躕		3
10189	蹅	蹅	tʃʰa53	caa1	踏		3
10190	蹅	蹅	tʃa53	zaa1	足蹋聲		3
10191	蹐	蹐	tʃek3	zik2			3
10192	蹜	蹜	ʃœk3	soek2			3
10193	蹢	蹢	tʃak2	zaak6	躑躅		3
10194	蹢	蹢	tek3	dik2	蹄		3
10195	蹯	蹯	fan21	faan4			3
10196	躔	躔	tʃin21	zin4			3
10197	軑	轪	tai22	daai6			3
10198	軹	轵	tʃi33	zi2			3
10199	軤	轷	hu53	hu1			3
10200	轢	轹	lek24	lik5			3
10201	軺	轺	jiu21	jiu4			3
10202	輈	辀	tʃɐu53	zau1			3
10203	輇	辁	tʃyn21	zyun4			3
10204	輬	辌	liɐŋ21	liang4			3
10205	輼	辒	wɐn53	wan1			3
10206	轀	辒	wɐn53	wan1			3
10207	辿	辿	tʃʰam53	caam1		(又)	3
10208	辿	辿	tʃin21	zin4			3
10209	逕	迳	keŋ55	ging3			3
10210	迺	迺	nai24	naai5			3
10211	逭	逭	wɐn22	wan6			3
10212	逴	逴	tʃʰiɐk3	ciak2			3
10213	遆	遆	tɐi21	dai4			3
10214	遘	遘	kɐu55	gau3			3
10215	遹	遹	wɐt24	wat5			3
10216	邘	邘	jy21	jyu4			3
10217	邠	邠	pɐn53	ban1			3
10218	邡	邡	foŋ53	fung1			3
10219	邨	邨	tʃʰun53	cun1			3
10220	邲	邲	pɐt2	bat6	地名；姓		3
10221	邲	邲	pin22	bin6	水名		3
10222	邲	邲	pi55	bi3	好貌		3
10223	邽	邽	kʷɐi53	gwai1			3
10224	邿	邿	ʃi53	si1			3
10225	郃	郃	hap2	haap6			3
10226	郈	郈	hɐu22	hau6			3
10227	鄶	郐	kʷʰɐi55	kwai3			3
10228	郚	郚	ŋu21	ngu4		(老派)	3
10229	郚	郚	ŋ̍21	ng4			3
10230	郪	郪	tʃʰɐi53	cai1			3
10231	鄀	鄀	jiɐk24	jiak5			3
10232	鄃	鄃	ʃy53	syu1			3
10233	鄅	鄅	jy24	jyu5			3
10234	鄌	鄌	taŋ21	daang4			3
10235	鄑	鄑	tʃi53	zi1			3
10236	鄗	鄗	hau53	haau1	山名		3
10237	鄗	鄗	hau22	haau6	地名		3
10238	鄘	鄘	jœŋ21	joeng4			3
10239	鄚	鄚	mœk24	moek5			3
10240	鄜	鄜	fu53	fu1			3
10241	鄠	鄠	hu22	hu6			3
10242	鄣	鄣	tʃiɐŋ53	ziang1			3
10243	鄫	鄫	tʃɐŋ21	zang4			3
10244	鄹	鄹	tʃɐu53	zau1			3
10245	酇	酂	tʃo21	zo4	古縣名；白酒		3
10246	酇	酂	tʃan55	zaan3	古縣名；姓		3
10247	酅	酅	kʷɐi21	gwai4			3
10248	酎	酎	tʃɐu22	zau6			3
10249	酏	酏	ji21	ji4			3
10250	醱	酦	pʰut3	put2	再釀酒		3
10251	醱	酦	fat3	faat2	醱酵，同發酵		3
10252	酲	酲	tʃeŋ21	zing4			3
10253	酴	酴	tu21	du4			3
10254	酺	酺	pu21	bu4			3
10255	釃	酾	ʃɐi53	sai1			3
10256	醑	醑	ɬy33	slyu2			3
10257	醨	醨	li21	li4			3
10258	醭	醭	pʰok3	puk2			3
10259	醵	醵	kʰiɐk2	kiak6		(又)	3
10260	醵	醵	ky22	gyu6			3
10261	醾	醾	mi21	mi4			3
10262	釐	釐	hi53	hi1	福也		3
10263	銎	銎	kœŋ21	goeng4			3
10264	釓	钆	kat3	gaat2	金屬元素		3
10265	釓	钆	kɐu21	gau4	同釚字		3
10266	釤	钐	ʃam53	saam1	金屬元素，符號Sm		3
10267	釤	钐	ʃin55	sin3	釤刀，又作䥇字		3
10268	鍆	钔	mun21	mun4			3
10269	鍚	钖	jiɐŋ21	jiang4			3
10270	鈃	钘	kin53	gin1	人名		3
10271	鈃	钘	heŋ21	hing4	古酒器		3
10272	鉅	钜	ky22	gyu6			3
10273	鈧	钪	kʰaŋ55	kaang3			3
10274	鈥	钬	hu33	hu2			3
10275	鈄	钭	tɐu33	dau2			3
10276	鉕	钷	pʰo33	po2			3
10277	鉶	铏	heŋ21	hing4			3
10278	銪	铕	jɐu24	jau5			3
10279	鋮	铖	ʃeŋ21	sing4			3
10280	鋣	铘	je21	je4			3
10281	銍	铚	tʃɐt2	zat6			3
10282	銱	铞	tiu55	diu3			3
10283	銩	铥	tɐu53	dau1			3
10284	鐋	铴	tʰaŋ53	taang1	鐋鑼		3
10285	鐋	铴	tʰaŋ55	taang3	平木石器；熱酒		3
10286	鐒	铹	lau21	laau4			3
10287	鋱	铽	tʰɐk3	tak2			3
10288	鋝	锊	lyt24	lyut5			3
10289	鋶	锍	lɐu24	lau5			3
10290	鐦	锎	hai53	haai1			3
10291	鋟	锓	tʃʰim53	cim1			3
10292	錆	锖	tʃʰiɐŋ53	ciang1			3
10293	鍩	锘	nak24	naak5	放射性化學元素		3
10294	鑕	锧	tʃɐt3	zat2			3
10295	鍃	锪	kʷʰɐt3	kwat2		(又)	3
10296	鍃	锪	fɐt3	fat2			3
10297	錇	锫	pui21	bui4	化學元素		3
10298	錟	锬	tam21	daam4	長矛		3
10299	錟	锬	tʃʰim53	cim1	同餂字		3
10300	鍈	锳	∅eŋ53	ing1		(又)	3
10301	鍈	锳	jiɐŋ53	jiang1			3
10302	鎪	锼	ɬɐu33	slau2			3
10303	鍠	锽	hoŋ21	hung4			3
10304	鍰	锾	wan21	waan4			3
10305	鎄	锿	∅ai53	aai1			3
10306	鎡	镃	tʃi53	zi1			3
10307	鐨	镄	fi55	fi3			3
10308	鎇	镅	mi21	mi4			3
10309	鏌	镆	mœk24	moek5			3
10310	鎛	镈	pok3	buk2			3
10311	鎲	镋	tʰaŋ53	taang1			3
10312	钂	镋	tʰaŋ53	taang1			3
10313	錼	镎	nai22	naai6			3
10314	鎿	镎	na21	naa4			3
10315	鎔	镕	jœŋ21	joeng4			3
10316	鏷	镤	pʰok3	puk2			3
10317	鑥	镥	lu24	lu5			3
10318	鐠	镨	pʰu33	pu2			3
10319	鐶	镮	wan21	waan4			3
10320	鐿	镱	ji55	ji3			3
10321	閆	闫	jim21	jim4			3
10322	閌	闶	kʰaŋ55	kaang3			3
10323	閿	阌	fɐn21	fan4		(老派)	3
10324	閿	阌	mɐn21	man4			3
10325	闒	阘	tʰap3	taap2	闒茸		3
10326	闒	阘	tap2	daap6	樓上戶		3
10327	阼	阼	tʃu22	zu6			3
10328	阽	阽	jim21	jim4		(又)	3
10329	阽	阽	tim55	dim3			3
10330	陎	陎	ʃy21	syu4			3
10331	陑	陑	ji21	ji4			3
10332	隉	陧	nit24	nit5		(又)	3
10333	隉	陧	nip24	nip5			3
10334	陴	陴	pi21	bi4			3
10335	隃	隃	jy21	jyu4			3
10336	隩	隩	∅au55	aau3	同奧字		3
10337	隩	隩	jœk3	joek2	河岸彎曲處		3
10338	隹	隹	tʃui53	zui1			3
10339	隺	隺	hak2	haak6			3
10340	雊	雊	kɐu55	gau3			3
10341	霅	霅	ɬɐp2	slap6	詞綴，落雨～～	(語)	3
10342	霅	霅	ɬɛp2	slep6		(又)	3
10343	霅	霅	ɬap3	slaap2	雨雹下貌		3
10344	霅	霅	tʃip3	zip2	霅溪		3
10345	靬	靬	kin53	gin1			3
10346	靽	靽	pun55	bun3			3
10347	鞁	鞁	pi22	bi6			3
10348	鞔	鞔	mun21	mun4			3
10349	鞮	鞮	tɐi53	dai1			3
10350	鞳	鞳	tʰap3	taap2		(又)	3
10351	鞳	鞳	tap2	daap6			3
10352	韂	韂	tʃʰim55	cim3			3
10353	韍	韨	fɐt3	fat2			3
10354	頲	颋	tʰeŋ33	ting2			3
10355	顬	颥	jy21	jyu4			3
10356	颺	飏	jiɐŋ21	jiang4			3
10357	颭	飐	tʃim33	zim2			3
10358	颸	飔	ɬi53	sli1			3
10359	飀	飗	lɐu21	lau4			3
10360	飿	饳	tɐt3	dat2			3
10361	餏	饻	ʃi53	si1	食衣切		3
10362	餶	馉	kʷɐt3	gwat2			3
10363	饁	馌	jip24	jip5			3
10364	馘	馘	kok3	guk2		(又)	3
10365	馘	馘	kʷek3	gwik2			3
10366	馝	馝	pit2	bit6			3
10367	馞	馞	put2	but6			3
10368	馧	馧	wɐn53	wan1	香		3
10369	馧	馧	wɐt3	wat2	馧馞		3
10370	馹	驲	ȵɐt24	njat5			3
10371	駔	驵	tʃʰaŋ33	caang2	駔子		3
